13,7,0,-1;13,7,0,-1;13,7,0,-1;13,7,0,-1;13,7,0,-1;13,7,0,-1;13,7,0,-1;14,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;9,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;
13,7,0,-1;13,7,0,-1;13,7,0,-1;13,7,0,-1;13,7,0,-1;13,7,0,-1;13,7,0,-1;14,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;9,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;
13,7,0,-1;13,7,0,-1;13,7,0,-1;13,7,0,-1;13,7,0,-1;13,7,0,-1;13,7,0,-1;14,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;10,7,0,-1;9,8,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;
13,7,0,-1;13,7,0,-1;13,7,0,-1;13,7,0,-1;13,7,0,-1;13,7,0,-1;13,7,0,-1;14,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;10,7,0,-1;9,8,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;
13,7,0,-1;13,7,0,-1;13,7,0,-1;13,7,0,-1;13,7,0,-1;13,7,0,-1;13,7,0,-1;14,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;10,7,0,-1;9,8,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;
13,7,0,-1;13,7,0,-1;13,7,0,-1;13,7,0,-1;13,7,0,-1;13,7,0,-1;13,7,0,-1;14,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;9,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;
13,7,0,-1;13,7,0,-1;13,7,0,-1;13,7,0,-1;13,7,0,-1;13,7,0,-1;13,7,0,-1;14,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;9,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;
13,7,0,-1;13,7,0,-1;13,7,0,-1;13,7,0,-1;13,7,0,-1;13,7,0,-1;13,7,0,-1;14,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;9,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;
13,7,0,-1;13,7,0,-1;13,7,0,-1;13,7,0,-1;13,7,0,-1;13,7,0,-1;13,7,0,-1;14,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;10,8,0,-1;8,6,0,-1;8,6,0,-1;8,6,0,-1;8,6,0,-1;8,6,0,-1;8,6,0,-1;8,6,0,-1;8,6,0,-1;8,6,0,-1;8,6,0,-1;8,6,0,-1;8,6,0,-1;8,6,0,-1;8,6,0,-1;8,6,0,-1;8,6,0,-1;
13,7,0,-1;13,7,0,-1;13,7,0,-1;13,7,0,-1;13,7,0,-1;13,7,0,-1;13,7,0,-1;14,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;8,7,0,-1;
