6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;7,7,0,-1;1,7,0,-1;3,6,0,-1;3,6,0,-1;3,6,0,-1;1,7,0,-1;9,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;


6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;7,7,0,-1;1,7,0,-1;3,6,0,-1;3,6,0,-1;3,6,0,-1;1,7,0,-1;9,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;


6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;7,7,0,-1;1,7,0,-1;3,6,0,-1;3,6,0,-1;3,6,0,-1;1,7,0,-1;9,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;


6,7,0,-1;7,6,0,-1;8,6,0,-1;8,6,0,-1;8,6,0,-1;8,6,0,-1;8,6,0,-1;8,6,0,-1;8,6,0,-1;8,6,0,-1;8,6,0,-1;8,6,0,-1;8,6,0,-1;8,6,0,-1;8,6,0,-1;8,6,0,-1;9,6,0,-1;7,7,0,-1;1,7,0,-1;3,6,0,-1;3,6,0,-1;3,6,0,-1;1,7,0,-1;9,7,0,-1;6,7,0,-1;4,1,1,-1;4,1,1,-1;4,1,1,-1;4,1,1,-1;4,1,1,-1;4,1,1,-1;4,1,1,-1;4,1,1,-1;4,1,1,-1;4,1,1,-1;4,1,1,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;6,7,0,-1;
